y,varFrA,FrMx,FrMn,FrF-1,FrA-1,FrMx-1,FrMn-1,FrF-2,FrA-2,FrMx-2,FrMn-2,FrF-3,FrA-3,FrMx-3,FrMn-3,Resultado,resultado2
106.935,1.0002244354046852,1.0006546032636647,0.9998503763968766,1.0002244354046852,1.0005330340861271,1.0001496236031233,1.0007013606396409,1.0005236826109318,0.999822321971291,0.9997007527937533,1.0005423855613222,0.9998316734464862,0.9992892878851638,0.9990648524804787,0.9999345396736334,1.0001683265535137,2
106.953,0.9998504015782633,1.0,0.9995886043402242,0.9998317017755463,1.0000560994081513,0.9996821033538096,1.000486194870644,1.0000560994081513,1.0003646461529832,0.9999813001972828,1.000532944377437,1.0003552962516244,0.9996540536497339,0.999532504932073,1.0003739960543416,1.0008601909249857,2
107.045,0.999140548367509,1.0001121023868467,0.9991031809052268,0.999140548367509,0.9989910785183801,0.9987295062824046,0.999140548367509,0.998972394787239,0.9991965995609323,0.9988229249381101,0.9996263253771778,0.9991965995609323,0.9995048811247607,0.9991218646363678,0.9996730347050307,1.0000747349245644,2
107.053,0.9999439529952453,1.000168141014264,0.9996824003063903,0.9999252706603272,0.9990658832540892,0.9990285185842527,1.0000373646698364,0.9990658832540892,0.9989164245747434,0.9986548718858884,0.9990658832540892,0.9988977422398252,0.9991219302588438,0.9987482835604794,0.9995516239619627,1.000439034870578,2
107.1,0.9995611577964519,1.000140056022409,0.9993090569561158,0.9995611577964519,0.9995051353874883,0.9992436974789917,0.9997292250233427,0.9994864612511672,0.9986274509803922,0.9985901027077498,0.9995985060690944,0.9986274509803922,0.9984780578898226,0.9982166199813259,0.9986274509803922,1.000420168067227,2
107.145,0.999580008399832,1.0000746651733632,0.9993560128797424,0.999580008399832,0.9991413505063232,0.9988893555462224,0.9997200055998879,0.9991413505063232,0.9990853516263009,0.9988240235195297,0.9993093471463904,0.9990666853329601,0.9982080358392833,0.9981707032526016,0.9991786830930048,1.0001493303467264,2
107.161,0.999860023702653,1.0003079478541634,0.999860023702653,0.9998506919494965,0.9994307630574555,0.9992068009817003,0.9999253459747484,0.9994307630574555,0.9989921706591017,0.9987402133238771,0.9995707393548026,0.9989921706591017,0.9989361801401629,0.998674891051782,0.9991601422159181,0.9996267298737413,1
107.121,1.0003640742711513,1.0005694495010315,0.9999626590491127,1.0003734095088732,1.0002333809430457,1.0002333809430457,1.0006814723536936,1.000224045705324,0.9998039600078416,0.9995799143025177,1.0002987276070987,0.9998039600078416,0.9993652038349157,0.9991131524164263,0.9999439885736691,1.0002987276070987,2
107.153,0.9996920291545733,1.0003732979944564,0.9996920291545733,0.9997013616044347,1.0000653271490298,0.9996640318049891,1.000270641045981,1.0000746595988912,0.99993467285097,0.99993467285097,1.000382630444318,0.9999253404011086,0.999505380157345,0.9992814013606711,1.0,1.0001399867479213,2
107.168,0.9998600328456255,1.0001026425798745,0.9996920722603763,0.9998600328456255,0.9995521051060018,0.9995521051060018,1.000233278590624,0.9995614362496267,0.9999253508510002,0.9995241116751269,1.0001306360107494,0.9999346819946252,0.9997947148402507,0.9997947148402507,1.000242609734249,1.0015303075544937,2
107.332,0.998462713822532,1.0002142883762533,0.9982391085603548,0.9984720307084561,0.9983322774195954,0.9981645734729625,0.9985745164536206,0.9983322774195954,0.9980248201841018,0.9980248201841018,0.9987049528565572,0.9980341370700258,0.9983974956210636,0.9979968695263296,0.9986024671113928,0.9989658256624306,1
107.221,1.0010352449613413,1.0012870613032894,0.9999253877505339,1.0010352449613413,0.9994963673161041,0.9992725305677059,1.0012497551785564,0.9995056938472874,0.9993657958795386,0.9991979183182399,0.9996082856903032,0.9993657958795386,0.9990580203504911,0.9990580203504911,0.9997388571268687,0.9998134693763348,1
107.201,1.0001958936950215,1.000335817762894,0.9998227628473616,1.00018656542383,1.0012220035260866,1.000111939254298,1.001473866848257,1.0012220035260866,0.999682838779489,0.9994589602708931,1.001436553763491,0.9996921670506806,0.9995522429828081,0.9993843341013611,0.999794778033787,1.000391787390043,2
107.243,0.9996176906651251,1.000046623089619,0.9994964706321159,0.9996083660472012,0.9998041830236006,0.9994311983066495,0.9999440522924573,0.999794858405677,1.0008298909952165,0.9997202614622865,1.0010816556791586,1.0008298909952165,0.9992913290377927,0.999067538207622,1.0010443572074634,0.9995430937217348,1
107.194,1.0004571151370412,1.0004571151370412,0.9999720133589567,1.0004571151370412,1.0000746310427822,0.999953355598261,1.0005037595387802,1.0000653021624344,1.0002612086497378,0.9998880534358267,1.0004011418549545,1.00025187976939,1.0012873854879936,1.0001772487266078,1.0015392652573838,0.9996828180681754,1
107.16,1.0003079507278836,1.0004012691302726,0.9998786860768945,1.0003172825681226,1.0007745427398282,1.0002892870474058,1.0007745427398282,1.0007745427398282,1.0003919372900336,1.0002706233669278,1.0008212019410228,1.0003826054497946,1.0005785740948114,1.0002053004852558,1.000718551698395,0.9998786860768945,1
107.147,1.0001119956695008,1.0002986551186688,0.9998226735232904,1.000121328641959,1.0004293167330862,1.0,1.0005226464576702,1.0004386497055446,1.0008959653560061,1.0004106507881696,1.0008959653560061,1.0008959653560061,1.0005133134852118,1.0003919848432525,1.0009426302182982,1.0000186659449168,2
107.149,0.9999813344034942,1.0000653295877704,0.999813344034942,0.9999813344034942,1.000093327982529,0.999804011236689,1.000279983947587,1.000102660780782,1.0004106431231277,0.9999813344034942,1.0005039711056567,1.0004199759213805,1.0008772830357726,1.000391977526622,1.0008772830357726,0.9999533360087356,1
107.144,1.0000466661688943,1.000055999402673,0.9996733368177405,1.0000466661688943,1.0000279997013366,0.9998600014933174,1.0001119988053462,1.0000279997013366,1.0001399985066826,0.9998506682595385,1.0003266631822594,1.0001493317404613,1.000457328455163,1.0000279997013366,1.0005506607929515,0.9997666691555289,1
107.119,1.0002427207124787,1.0005041122489942,0.999953322939908,1.0002333853004604,1.0002800623605523,0.9999066458798158,1.0002893977725706,1.0002800623605523,1.0002613915365155,1.0000933541201842,1.0003454102446812,1.0002613915365155,1.0003734164807365,1.0000840187081657,1.0005601247211047,1.0000933541201842,2
107.129,0.9999066545939941,1.000112014487207,0.999775971025586,0.9999066545939941,1.0001493526496092,0.9998599818909912,1.0004107197864256,1.0001400181090088,1.0001866908120116,0.9998133091879882,1.0001960253526123,1.0001866908120116,1.0001680217308104,1.0,1.0002520325962159,0.999953327296997,1
107.124,1.0000466748814458,1.0000653448340242,0.9998039654979276,1.0000466748814458,0.9999533251185543,0.9998226354505061,1.0001586945969159,0.9999533251185543,1.0001960345020724,0.9999066502371085,1.000457413838169,1.0001866995257833,1.0002333744072291,0.9998599753556626,1.0002427093835182,1.0002333744072291,2
107.149,0.9997666800436774,1.0000279983947586,0.9997666800436774,0.9997666800436774,0.999813344034942,0.9995706912803666,0.9998320096314478,0.999813344034942,0.999720016052413,0.9995893568768724,0.9999253376139768,0.999720016052413,0.9999626688069884,0.9996733520611485,1.0002239871580696,1.0001679903685523,2
107.167,0.9998320378474717,1.0,0.9997387255405115,0.9998320378474717,0.9995987570800712,0.9995987570800712,0.9998600315395597,0.9995987570800712,0.9996454132335514,0.9994028012354549,0.9996640756949434,0.9996454132335514,0.9995521009265912,0.999421463696847,0.9997573880019036,1.0002426119980965,2
107.193,0.9997574468482084,1.0000746317390128,0.9997387889134552,0.9997574468482084,0.9995895254354296,0.9994962357616636,0.9997574468482084,0.9995895254354296,0.9993563012510145,0.9993563012510145,0.9996175123375594,0.9993563012510145,0.9994029460878976,0.9991603929361059,0.9994216040226508,0.9999626841304935,1
107.189,1.0000373172620325,1.000158598363638,0.999925365475935,1.0000373172620325,0.9997947550588214,0.9997760964278052,1.0001119517860975,0.9997947550588214,0.9996268273796752,0.999533534224594,0.9997947550588214,0.9996268273796752,0.9993935944919722,0.9993935944919722,0.9996548153261996,1.0000186586310162,2
107.191,0.9999813417171217,1.000074633131513,0.9999067085856088,0.9999813417171217,1.0000186582828783,0.9999067085856088,1.0001399371215867,1.0000186582828783,0.9997761006054613,0.9997574423225831,1.000093291414391,0.9997761006054613,0.9996081760595572,0.999514884645166,0.9997761006054613,1.000009329141439,2
107.192,0.9999813418911859,1.0000746324352565,0.9998600641838944,0.999990670945593,0.9999720128367788,0.9998973804015225,1.0000653033808493,0.9999720128367788,1.000009329054407,0.9998973804015225,1.0001306067616986,1.000009329054407,0.9997667736398239,0.99974811553101,1.0000839614896635,1.0000839614896635,2
107.201,0.9999160455592765,1.000055969627149,0.9997388084066381,0.9999160455592765,0.9998973890168935,0.9997761214914042,0.9999906717288086,0.9999067172880851,0.999888060745702,0.99981343457617,0.999981343457617,0.999888060745702,0.9999253738304681,0.99981343457617,1.0000466413559577,0.999869404203319,1
107.187,1.0001306128541707,1.000223907750007,1.0,1.0001306128541707,1.0000466474479182,0.9998693871458293,1.0001865897916724,1.0000466474479182,1.0000279884687509,0.9999067051041638,1.0001212833645872,1.0000373179583346,1.0000186589791673,0.9999440230624983,1.0001119538750034,1.0000093294895838,2
107.188,0.999990670597455,1.0000932940254506,0.9998787177669142,0.999990670597455,1.0001212822330856,0.999990670597455,1.0002145762585364,1.0001212822330856,1.0000373176101802,0.9998600589618241,1.0001772586483562,1.0000373176101802,1.00001865880509,0.9998973765720044,1.0001119528305407,1.000009329402545,2
107.189,0.9999813413689838,1.0001679276791462,0.999916036160427,0.999990670684492,0.9999813413689838,0.9998693895828863,1.000083963839573,0.9999813413689838,1.0001119517860975,0.9999813413689838,1.0002052449411787,1.0001119517860975,1.0000279879465244,0.9998507309518702,1.0001679276791462,0.9997854257433132,1
